694|Edinburgh Academy|55.960711|-3.205462||
2861|Edinburgh Academy|55.960699|-3.20394|694|
18377|Edinburgh Academy|55.960784|-3.204455|694|
18503|Edinburgh Academy|55.960148|-3.205156|694|
26272|Edinburgh Academy|55.961226|-3.205174|694|
35272|Edinburgh Airport|55.9500318|-3.3725551||
948|Edinburgh Castle|55.94867|-3.200924||
2133|Edinburgh Castle|55.948645|-3.200732|948|
12200|Edinburgh Road|55.9452|-3.0727||
19080|Edinburgh Road|55.9444|-3.0691|12200|
36275|Edinburgh Zoo|55.942162|-3.269346||
14251|Edinburghe|55.949428|-3.192704||
13796|Edynburgh|55.949428|-3.192704||
8761|Elder Street|55.9555|-3.1904||
35310|Elephant House|55.947506|-3.1919756|36153|The Elephant House
13515|Elphinstone Tower|55.916961|-2.988629||
12189|Embra|55.949428|-3.192704||
714|Embro|55.949428|-3.192704||
14934|Engineering Works|55.933092|-3.461683||
21284|Eskbank|55.8892446|-3.0802664||
12101|Eton Terrace|55.9544|-3.2134||
35774|Eton Terrace|55.954174|-3.213315|12101|
36348|Ettrick Road|55.9337|-3.2204||
36344|Eyre Crescent|55.9614|-3.1989||
14123|Fairmilehead|55.9026375|-3.2069106||
15456|Falcon Court|55.9286|-3.2073||
34932|Fauldhouse|55.827675|-3.706776||
24467|Fenton Barns|56.024976|-2.780034||
35848|Ferry Road|55.9743|-3.186||
36447|Ferry Road|55.9742|-3.1872|35848|
36513|Ferry Road|55.9668|-3.2518|35848|
35531|Festival Theatre|55.9462549|-3.1868892||
26274|Fettes College|55.964576|-3.222676||
30182|Fettes College|55.963956|-3.226293|26274|
13628|Fettes Row|55.9593|-3.2002||
27894|Fettes Row|55.9594|-3.2|13628|
35651|Figgate Park|55.9502104|-3.1207437||
36343|Findhorn Place|55.9337|-3.1801||
36372|Fingal Place|55.9395|-3.1908||
189|Firth of Forth|56.058|-3.0198||
13610|Fisher's Close|55.949183|-3.193478||
3861|Fisher's Tryst|55.8492587|-3.2007984||
16175|Fisher's Tryst|55.848978|-3.200659|3861|
1492|Fisherrow|55.943854|-3.059875||
26820|Fishwives' Causeway|55.9546|-3.1268||
8648|Fleshmarket|55.957466|-2.776753||
36175|Flotterstone Inn|55.8546668|-3.2250125||
36140|Forbes Road|55.9355|-3.2075||
8725|Forres Street|55.9538|-3.2078||
6258|Forrest Road|55.9458|-3.1911||
8677|Forrest Road|55.9454|-3.1909|6258|
247|Forth|56.054591|-3.718683||
29820|Forth Street|55.9578|-3.1874||
36114|Forth Yacht Club|55.94512|-3.064185||
8633|Fountain Close|55.950351|-3.185122||
17694|Fountain Court|55.9529277|-3.2049305||
28771|Fountain Court|55.9435627|-3.2111942|17694|
35354|Fountainbridge|55.9423142|-3.210803||
12005|Fountainhall|55.898259|-2.920729||
13548|Fountainhall|55.898668|-2.920019|12005|
16837|Fountainhall|55.898213|-2.920856|12005|
17949|Fountainhall|55.899093|-2.918574|12005|
37024|Fountainhall|55.898386|-2.920477|12005|
37955|Fountainhall|55.898174|-2.917705|12005|
551|Frederick Street|55.9529|-3.2004||
7004|Frederick Street|55.954238|-3.201257|551|
9525|Frederick Street|55.9515|-3.1995|551|
4696|Freemasons' Hall|55.952276|-3.202478||
20856|Fulford|55.867963|-3.21454||
26620|Gaelic Chapel|55.947836|-3.188729||
14339|Gaiety Theatre|55.948262|-3.187461||
25375|Galloway's Close|55.9524|-3.176072||
39144|Garden Terrace|55.9681|-3.283||
17411|Garvald|55.930686|-2.653777||
9959|Gayfield Square|55.9592164|-3.1859645||
13838|General Register House|55.953707|-3.189293||
1205|George Hotel|55.9538896|-3.1964354|1214|The George Hotel
2462|George Hotel|55.954151|-3.196338|1214|The George Hotel
21282|George Iv Bridge|55.9479|-3.1918||
35287|George Iv Bridge|55.9483|-3.192|21282|
35460|George Iv Bridge|55.94927|-3.192856|21282|
1206|George Square|55.9442|-3.1893||
3621|George Square|55.943878|-3.190096|1206|
8675|George Square|55.943389|-3.189553|1206|
36290|George Square Gardens|55.9438416|-3.1903329||
36126|George Square Lecture Theatre|55.9430417|-3.1880819||
40100|George Street|55.9531|-3.2003||
1631|Gibb's Close|55.950561|-3.183239||
4138|Gifford Park|55.942|-3.1831||
13876|Giles Street|55.9734|-3.1722||
5187|Gillespie's Hospital|55.940094|-3.204982||
3974|Gilmerton|55.9061733|-3.1350085||
35182|Gilmerton Road|55.9132|-3.1464||
6260|Gilmore Place|55.9413|-3.208||
36457|Gilmore Place|55.9392|-3.2132|6260|
1127|Gladhouse|55.7782|-3.116596||
6244|Gladstone Terrace|55.9387|-3.1853||
13597|Gladstone's Land|55.949477|-3.193759||
2253|Glasgow Road|55.9422|-3.2968||
19132|Glebe Road|55.9422|-3.2829||
19087|Glencairn Crescent|55.95093|-3.218787||
12437|Glencorse|55.8554146|-3.1912281||
33305|Glencorse Kirk|55.8508109|-3.2048318||
12271|Glencorse Reservoir|55.8632911|-3.2541424||
1941|Glenesk|55.85802|-3.077091||
35265|GlenfinlStreet|55.9524|-3.2091||
35560|Glengyle Terrace|55.9409|-3.2022||
36213|Gloucester Lane|55.9556|-3.2069||
15076|Gloucester Place|55.9566|-3.2069||
30577|Gloucester Square|55.9558|-3.2074||
23658|Gloucester Street|55.957|-3.2078||
14256|Gogar|55.938563|-3.336052||
16294|Gogar|55.938353|-3.33795|14256|
